,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
96,60663,BANKNIFTY24NOV2240000CE,BANKNIFTY,24NOV2022,4000000.000000,25,OPTIDX,NFO,5.000000
97,42515,BANKNIFTY10NOV2244000PE,BANKNIFTY,10NOV2022,4400000.000000,25,OPTIDX,NFO,5.000000
98,85985,BANKNIFTY28SEP2334500CE,BANKNIFTY,28SEP2023,3450000.000000,25,OPTIDX,NFO,5.000000
99,38272,BANKNIFTY01DEC2233000PE,BANKNIFTY,01DEC2022,3300000.000000,25,OPTIDX,NFO,5.000000
100,85387,BANKNIFTY29DEC2237200PE,BANKNIFTY,29DEC2022,3720000.000000,25,OPTIDX,NFO,5.000000
101,42230,BANKNIFTY10NOV2236300PE,BANKNIFTY,10NOV2022,3630000.000000,25,OPTIDX,NFO,5.000000
102,42392,BANKNIFTY10NOV2240000PE,BANKNIFTY,10NOV2022,4000000.000000,25,OPTIDX,NFO,5.000000
103,46733,BANKNIFTY17NOV2238900PE,BANKNIFTY,17NOV2022,3890000.000000,25,OPTIDX,NFO,5.000000
104,46832,BANKNIFTY17NOV2242300PE,BANKNIFTY,17NOV2022,4230000.000000,25,OPTIDX,NFO,5.000000
105,57218,BANKNIFTY27OCT2241500PE,BANKNIFTY,27OCT2022,4150000.000000,25,OPTIDX,NFO,5.000000
106,60549,BANKNIFTY24NOV2237600CE,BANKNIFTY,24NOV2022,3760000.000000,25,OPTIDX,NFO,5.000000
107,49405,BANKNIFTY03NOV2240400CE,BANKNIFTY,03NOV2022,4040000.000000,25,OPTIDX,NFO,5.000000
108,60659,BANKNIFTY24NOV2239800CE,BANKNIFTY,24NOV2022,3980000.000000,25,OPTIDX,NFO,5.000000
109,85377,BANKNIFTY29DEC2236700PE,BANKNIFTY,29DEC2022,3670000.000000,25,OPTIDX,NFO,5.000000
110,85391,BANKNIFTY29DEC2237400PE,BANKNIFTY,29DEC2022,3740000.000000,25,OPTIDX,NFO,5.000000
111,85394,BANKNIFTY29DEC2237700CE,BANKNIFTY,29DEC2022,3770000.000000,25,OPTIDX,NFO,5.000000
112,46862,BANKNIFTY17NOV2245000CE,BANKNIFTY,17NOV2022,4500000.000000,25,OPTIDX,NFO,5.000000
113,42323,BANKNIFTY10NOV2238400PE,BANKNIFTY,10NOV2022,3840000.000000,25,OPTIDX,NFO,5.000000
114,57209,BANKNIFTY27OCT2241100CE,BANKNIFTY,27OCT2022,4110000.000000,25,OPTIDX,NFO,5.000000
115,49699,BANKNIFTY03NOV2244400PE,BANKNIFTY,03NOV2022,4440000.000000,25,OPTIDX,NFO,5.000000
116,60642,BANKNIFTY24NOV2239300PE,BANKNIFTY,24NOV2022,3930000.000000,25,OPTIDX,NFO,5.000000
117,49425,BANKNIFTY03NOV2240500CE,BANKNIFTY,03NOV2022,4050000.000000,25,OPTIDX,NFO,5.000000
118,57294,BANKNIFTY24NOV2230500CE,BANKNIFTY,24NOV2022,3050000.000000,25,OPTIDX,NFO,5.000000
119,85366,BANKNIFTY29DEC2236200CE,BANKNIFTY,29DEC2022,3620000.000000,25,OPTIDX,NFO,5.000000
120,85958,BANKNIFTY29DEC2244000PE,BANKNIFTY,29DEC2022,4400000.000000,25,OPTIDX,NFO,5.000000
121,57020,BANKNIFTY27OCT2230000PE,BANKNIFTY,27OCT2022,3000000.000000,25,OPTIDX,NFO,5.000000
122,60558,BANKNIFTY24NOV2237900CE,BANKNIFTY,24NOV2022,3790000.000000,25,OPTIDX,NFO,5.000000
123,60777,BANKNIFTY24NOV2242300PE,BANKNIFTY,24NOV2022,4230000.000000,25,OPTIDX,NFO,5.000000
124,46582,BANKNIFTY17NOV2234600PE,BANKNIFTY,17NOV2022,3460000.000000,25,OPTIDX,NFO,5.000000
125,58420,BANKNIFTY29DEC2242000CE,BANKNIFTY,29DEC2022,4200000.000000,25,OPTIDX,NFO,5.000000
126,49671,BANKNIFTY03NOV2243800PE,BANKNIFTY,03NOV2022,4380000.000000,25,OPTIDX,NFO,5.000000
127,85406,BANKNIFTY29DEC2238300CE,BANKNIFTY,29DEC2022,3830000.000000,25,OPTIDX,NFO,5.000000
128,52178,BANKNIFTY27OCT2242900CE,BANKNIFTY,27OCT2022,4290000.000000,25,OPTIDX,NFO,5.000000
129,50423,BANKNIFTY01DEC2240300CE,BANKNIFTY,01DEC2022,4030000.000000,25,OPTIDX,NFO,5.000000
130,50509,BANKNIFTY01DEC2241700CE,BANKNIFTY,01DEC2022,4170000.000000,25,OPTIDX,NFO,5.000000
131,49684,BANKNIFTY03NOV2244100CE,BANKNIFTY,03NOV2022,4410000.000000,25,OPTIDX,NFO,5.000000
132,49274,BANKNIFTY03NOV2237900PE,BANKNIFTY,03NOV2022,3790000.000000,25,OPTIDX,NFO,5.000000
133,57151,BANKNIFTY27OCT2238200CE,BANKNIFTY,27OCT2022,3820000.000000,25,OPTIDX,NFO,5.000000
134,50391,BANKNIFTY01DEC2239500CE,BANKNIFTY,01DEC2022,3950000.000000,25,OPTIDX,NFO,5.000000
135,46597,BANKNIFTY17NOV2235100CE,BANKNIFTY,17NOV2022,3510000.000000,25,OPTIDX,NFO,5.000000
136,57099,BANKNIFTY27OCT2236700CE,BANKNIFTY,27OCT2022,3670000.000000,25,OPTIDX,NFO,5.000000
137,57232,BANKNIFTY27OCT2245000PE,BANKNIFTY,27OCT2022,4500000.000000,25,OPTIDX,NFO,5.000000
138,35346,BANKNIFTY30MAR2345000CE,BANKNIFTY,30MAR2023,4500000.000000,25,OPTIDX,NFO,5.000000
139,57183,BANKNIFTY27OCT2239800CE,BANKNIFTY,27OCT2022,3980000.000000,25,OPTIDX,NFO,5.000000
140,42286,BANKNIFTY10NOV2237200PE,BANKNIFTY,10NOV2022,3720000.000000,25,OPTIDX,NFO,5.000000
141,50720,BANKNIFTY01DEC2246500PE,BANKNIFTY,01DEC2022,4650000.000000,25,OPTIDX,NFO,5.000000
142,57150,BANKNIFTY27OCT2238100PE,BANKNIFTY,27OCT2022,3810000.000000,25,OPTIDX,NFO,5.000000
143,60640,BANKNIFTY24NOV2239200PE,BANKNIFTY,24NOV2022,3920000.000000,25,OPTIDX,NFO,5.000000
144,60478,BANKNIFTY24NOV2236100PE,BANKNIFTY,24NOV2022,3610000.000000,25,OPTIDX,NFO,5.000000
145,85598,BANKNIFTY29DEC2239900PE,BANKNIFTY,29DEC2022,3990000.000000,25,OPTIDX,NFO,5.000000
146,57049,BANKNIFTY27OCT2234200CE,BANKNIFTY,27OCT2022,3420000.000000,25,OPTIDX,NFO,5.000000
147,50717,BANKNIFTY01DEC2246500CE,BANKNIFTY,01DEC2022,4650000.000000,25,OPTIDX,NFO,5.000000
148,40903,BANKNIFTY30MAR2327000PE,BANKNIFTY,30MAR2023,2700000.000000,25,OPTIDX,NFO,5.000000
149,57044,BANKNIFTY27OCT2233900PE,BANKNIFTY,27OCT2022,3390000.000000,25,OPTIDX,NFO,5.000000
150,60715,BANKNIFTY24NOV2241100PE,BANKNIFTY,24NOV2022,4110000.000000,25,OPTIDX,NFO,5.000000
151,49280,BANKNIFTY03NOV2238200PE,BANKNIFTY,03NOV2022,3820000.000000,25,OPTIDX,NFO,5.000000
152,48773,BANKNIFTY27OCT2242200PE,BANKNIFTY,27OCT2022,4220000.000000,25,OPTIDX,NFO,5.000000
153,42441,BANKNIFTY10NOV2241000PE,BANKNIFTY,10NOV2022,4100000.000000,25,OPTIDX,NFO,5.000000
154,46778,BANKNIFTY17NOV2240700CE,BANKNIFTY,17NOV2022,4070000.000000,25,OPTIDX,NFO,5.000000
155,60452,BANKNIFTY24NOV2235000CE,BANKNIFTY,24NOV2022,3500000.000000,25,OPTIDX,NFO,5.000000
156,49202,BANKNIFTY03NOV2236800PE,BANKNIFTY,03NOV2022,3680000.000000,25,OPTIDX,NFO,5.000000
157,60488,BANKNIFTY24NOV2236500PE,BANKNIFTY,24NOV2022,3650000.000000,25,OPTIDX,NFO,5.000000
158,46830,BANKNIFTY17NOV2242300CE,BANKNIFTY,17NOV2022,4230000.000000,25,OPTIDX,NFO,5.000000
159,85939,BANKNIFTY29DEC2241000CE,BANKNIFTY,29DEC2022,4100000.000000,25,OPTIDX,NFO,5.000000
160,49081,BANKNIFTY03NOV2233000PE,BANKNIFTY,03NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
161,46559,BANKNIFTY17NOV2232500PE,BANKNIFTY,17NOV2022,3250000.000000,25,OPTIDX,NFO,5.000000
162,57043,BANKNIFTY27OCT2233900CE,BANKNIFTY,27OCT2022,3390000.000000,25,OPTIDX,NFO,5.000000
163,85292,BANKNIFTY29DEC2235000PE,BANKNIFTY,29DEC2022,3500000.000000,25,OPTIDX,NFO,5.000000
164,57149,BANKNIFTY27OCT2238100CE,BANKNIFTY,27OCT2022,3810000.000000,25,OPTIDX,NFO,5.000000
165,60508,BANKNIFTY24NOV2237100PE,BANKNIFTY,24NOV2022,3710000.000000,25,OPTIDX,NFO,5.000000
166,56314,BANKNIFTY30MAR2348000CE,BANKNIFTY,30MAR2023,4800000.000000,25,OPTIDX,NFO,5.000000
167,60664,BANKNIFTY24NOV2240000PE,BANKNIFTY,24NOV2022,4000000.000000,25,OPTIDX,NFO,5.000000
168,49695,BANKNIFTY03NOV2244200PE,BANKNIFTY,03NOV2022,4420000.000000,25,OPTIDX,NFO,5.000000
169,46569,BANKNIFTY17NOV2233500PE,BANKNIFTY,17NOV2022,3350000.000000,25,OPTIDX,NFO,5.000000
170,50677,BANKNIFTY01DEC2243900PE,BANKNIFTY,01DEC2022,4390000.000000,25,OPTIDX,NFO,5.000000
171,57177,BANKNIFTY27OCT2239500CE,BANKNIFTY,27OCT2022,3950000.000000,25,OPTIDX,NFO,5.000000
172,60847,BANKNIFTY24NOV2244500PE,BANKNIFTY,24NOV2022,4450000.000000,25,OPTIDX,NFO,5.000000
173,57019,BANKNIFTY27OCT2230000CE,BANKNIFTY,27OCT2022,3000000.000000,25,OPTIDX,NFO,5.000000
174,49283,BANKNIFTY03NOV2238400CE,BANKNIFTY,03NOV2022,3840000.000000,25,OPTIDX,NFO,5.000000
175,58409,BANKNIFTY29DEC2239000PE,BANKNIFTY,29DEC2022,3900000.000000,25,OPTIDX,NFO,5.000000
176,56327,BANKNIFTY29JUN2325500PE,BANKNIFTY,29JUN2023,2550000.000000,25,OPTIDX,NFO,5.000000
177,46747,BANKNIFTY17NOV2239600PE,BANKNIFTY,17NOV2022,3960000.000000,25,OPTIDX,NFO,5.000000
178,46845,BANKNIFTY17NOV2243000PE,BANKNIFTY,17NOV2022,4300000.000000,25,OPTIDX,NFO,5.000000
179,60446,BANKNIFTY24NOV2233500CE,BANKNIFTY,24NOV2022,3350000.000000,25,OPTIDX,NFO,5.000000
180,60472,BANKNIFTY24NOV2235900PE,BANKNIFTY,24NOV2022,3590000.000000,25,OPTIDX,NFO,5.000000
181,57045,BANKNIFTY27OCT2234000CE,BANKNIFTY,27OCT2022,3400000.000000,25,OPTIDX,NFO,5.000000
182,60555,BANKNIFTY24NOV2237800CE,BANKNIFTY,24NOV2022,3780000.000000,25,OPTIDX,NFO,5.000000
183,42467,BANKNIFTY10NOV2241800PE,BANKNIFTY,10NOV2022,4180000.000000,25,OPTIDX,NFO,5.000000
184,42220,BANKNIFTY10NOV2236000PE,BANKNIFTY,10NOV2022,3600000.000000,25,OPTIDX,NFO,5.000000
185,58388,BANKNIFTY29DEC2231500CE,BANKNIFTY,29DEC2022,3150000.000000,25,OPTIDX,NFO,5.000000
186,46206,BANKNIFTY01DEC2237800PE,BANKNIFTY,01DEC2022,3780000.000000,25,OPTIDX,NFO,5.000000
187,49702,BANKNIFTY03NOV2244600CE,BANKNIFTY,03NOV2022,4460000.000000,25,OPTIDX,NFO,5.000000
188,49555,BANKNIFTY03NOV2242400CE,BANKNIFTY,03NOV2022,4240000.000000,25,OPTIDX,NFO,5.000000
189,50463,BANKNIFTY01DEC2240900PE,BANKNIFTY,01DEC2022,4090000.000000,25,OPTIDX,NFO,5.000000
190,39759,BANKNIFTY29DEC2245000CE,BANKNIFTY,29DEC2022,4500000.000000,25,OPTIDX,NFO,5.000000
191,42181,BANKNIFTY10NOV2235000CE,BANKNIFTY,10NOV2022,3500000.000000,25,OPTIDX,NFO,5.000000
192,58394,BANKNIFTY29DEC2233000PE,BANKNIFTY,29DEC2022,3300000.000000,25,OPTIDX,NFO,5.000000
193,60470,BANKNIFTY24NOV2235800PE,BANKNIFTY,24NOV2022,3580000.000000,25,OPTIDX,NFO,5.000000
194,42489,BANKNIFTY10NOV2242700CE,BANKNIFTY,10NOV2022,4270000.000000,25,OPTIDX,NFO,5.000000
195,40686,BANKNIFTY01DEC2235500PE,BANKNIFTY,01DEC2022,3550000.000000,25,OPTIDX,NFO,5.000000
196,49185,BANKNIFTY03NOV2236600PE,BANKNIFTY,03NOV2022,3660000.000000,25,OPTIDX,NFO,5.000000
197,42274,BANKNIFTY10NOV2236900CE,BANKNIFTY,10NOV2022,3690000.000000,25,OPTIDX,NFO,5.000000
198,47507,BANKNIFTY29DEC2225500CE,BANKNIFTY,29DEC2022,2550000.000000,25,OPTIDX,NFO,5.000000
199,85424,BANKNIFTY29DEC2238500CE,BANKNIFTY,29DEC2022,3850000.000000,25,OPTIDX,NFO,5.000000
200,85360,BANKNIFTY29DEC2235800CE,BANKNIFTY,29DEC2022,3580000.000000,25,OPTIDX,NFO,5.000000
201,38714,BANKNIFTY27OCT2241600PE,BANKNIFTY,27OCT2022,4160000.000000,25,OPTIDX,NFO,5.000000
202,85988,BANKNIFTY28SEP2336000PE,BANKNIFTY,28SEP2023,3600000.000000,25,OPTIDX,NFO,5.000000
203,35038,BANKNIFTY29DEC2242100CE,BANKNIFTY,29DEC2022,4210000.000000,25,OPTIDX,NFO,5.000000
204,57097,BANKNIFTY27OCT2236600CE,BANKNIFTY,27OCT2022,3660000.000000,25,OPTIDX,NFO,5.000000
205,42152,BANKNIFTY10NOV2233000CE,BANKNIFTY,10NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
206,50431,BANKNIFTY01DEC2240500CE,BANKNIFTY,01DEC2022,4050000.000000,25,OPTIDX,NFO,5.000000
207,49627,BANKNIFTY03NOV2243200PE,BANKNIFTY,03NOV2022,4320000.000000,25,OPTIDX,NFO,5.000000
208,41095,BANKNIFTY10NOV2231500PE,BANKNIFTY,10NOV2022,3150000.000000,25,OPTIDX,NFO,5.000000
209,50354,BANKNIFTY01DEC2238300CE,BANKNIFTY,01DEC2022,3830000.000000,25,OPTIDX,NFO,5.000000
210,39354,BANKNIFTY30MAR2346500PE,BANKNIFTY,30MAR2023,4650000.000000,25,OPTIDX,NFO,5.000000
211,57233,BANKNIFTY27OCT2245500CE,BANKNIFTY,27OCT2022,4550000.000000,25,OPTIDX,NFO,5.000000
212,42494,BANKNIFTY10NOV2242900CE,BANKNIFTY,10NOV2022,4290000.000000,25,OPTIDX,NFO,5.000000
213,60444,BANKNIFTY24NOV2233000CE,BANKNIFTY,24NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
214,50386,BANKNIFTY01DEC2239300PE,BANKNIFTY,01DEC2022,3930000.000000,25,OPTIDX,NFO,5.000000
215,46714,BANKNIFTY17NOV2238200CE,BANKNIFTY,17NOV2022,3820000.000000,25,OPTIDX,NFO,5.000000
216,60445,BANKNIFTY24NOV2233000PE,BANKNIFTY,24NOV2022,3300000.000000,25,OPTIDX,NFO,5.000000
